,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K00948,eco:b1207,eco,P0A717,diverse_target_prokaryotes.csv
0,K00948,sfl:SF1210,sfl,Q83RP2,diverse_target_prokaryotes.csv
0,K00948,kpn:KPN_02238,kpn,A6TAP3,diverse_target_prokaryotes.csv
0,K00948,ype:YPO2013,ype,Q8ZEY2,diverse_target_prokaryotes.csv
0,K00948,bab:bbp_159,bab,P59512,diverse_target_prokaryotes.csv
0,K00948,hin:HI_1609,hin,P44328,diverse_target_prokaryotes.csv
0,K00948,vch:VC_2183,vch,Q9KQ22,diverse_target_prokaryotes.csv
0,K00948,pae:PA4670,pae,Q9HVC5,diverse_target_prokaryotes.csv
0,K00948,aeo:O23A_p0328,aeo,A0A0W0BDP5,diverse_target_prokaryotes.csv
0,K00948,ngo:NGO_0441,ngo,Q5F9F5,diverse_target_prokaryotes.csv
0,K00948,bpe:BP3125,bpe,Q7VUH1,diverse_target_prokaryotes.csv
0,K00948,ais:BUW96_15695,ais,A0A6S7F2P9,diverse_target_prokaryotes.csv
0,K00948,ais:BUW96_16640,ais,A0A6S7F5V5,diverse_target_prokaryotes.csv
0,K00948,rle:RL3468,rle,Q1MDM1,diverse_target_prokaryotes.csv
0,K00948,hpy:HP_0742,hpy,P56184,diverse_target_prokaryotes.csv
0,K00948,tdn:Suden_1636,tdn,Q30Q18,diverse_target_prokaryotes.csv
0,K00948,cje:Cj0918c,cje,Q9PP15,diverse_target_prokaryotes.csv
0,K00948,bsu:BSU00510,bsu,P14193,diverse_target_prokaryotes.csv
0,K00948,ban:BA_0049,ban,Q81VZ0,diverse_target_prokaryotes.csv
0,K00948,sau:SA0458,sau,P65237,diverse_target_prokaryotes.csv
0,K00948,sac:SACOL0544,sac,Q5HIH5,diverse_target_prokaryotes.csv
0,K00948,sep:SE_2283,sep,Q8CQU7,diverse_target_prokaryotes.csv
0,K00948,lmo:lmo0199,lmo,Q48793,diverse_target_prokaryotes.csv
0,K00948,lmo:lmo0509,lmo,Q8Y9L8,diverse_target_prokaryotes.csv
0,K00948,lin:prs.1,lin,Q92F68,diverse_target_prokaryotes.csv
0,K00948,lin:prs.2,lin,Q92EF1,diverse_target_prokaryotes.csv
0,K00948,lla:L25614,lla,Q9CHB8,diverse_target_prokaryotes.csv
0,K00948,lla:L109335,lla,Q9CEI4,diverse_target_prokaryotes.csv
0,K00948,spy:SPy_0020,spy,P65243,diverse_target_prokaryotes.csv
0,K00948,spy:SPy_1123,spy,Q99ZR0,diverse_target_prokaryotes.csv
0,K00948,spn:SP_0027,spn,P65239,diverse_target_prokaryotes.csv
0,K00948,spn:SP_1095,spn,P65241,diverse_target_prokaryotes.csv
0,K00948,lac:LBA0131,lac,Q5FMP2,diverse_target_prokaryotes.csv
0,K00948,lac:LBA0224,lac,Q5FMF5,diverse_target_prokaryotes.csv
0,K00948,efa:EF2073,efa,Q832Z5,diverse_target_prokaryotes.csv
0,K00948,efa:EF3163,efa,Q82ZA5,diverse_target_prokaryotes.csv
0,K00948,cbo:CBO3544,cbo,A5I7R9,diverse_target_prokaryotes.csv
0,K00948,mpn:MPN_073,mpn,P75044,diverse_target_prokaryotes.csv
0,K00948,mtu:Rv1017c,mtu,P9WKE3,diverse_target_prokaryotes.csv
0,K00948,msm:MSMEG_5427,msm,A0R3C8,diverse_target_prokaryotes.csv
0,K00948,cdi:DIP0903,cdi,Q6NI75,diverse_target_prokaryotes.csv
0,K00948,cdo:CDOO_04650,cdo,A0A097IER5,diverse_target_prokaryotes.csv
